Restaurant Name,Ratings,Address,Contact Number
Om Bikaner,4.3,"Pillar No - 780, Dwarka More, Delhi - 110059, Near Metro Station Dwarka  More","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-ts,mobilesv icon-vu"
Kake Di Hatti,4.2,"Z-41 Corner, Ground Floor, West Patel Nagar, Delhi - 110008, Near Gopal Dawakhana","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-ts,mobilesv icon-po,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-yz,mobilesv icon-po,mobilesv icon-vu"
Janki Vaishno Dhaba,4.2,"Wz -712, Tihar Village, Ashok Nagar, Tilak Nagar, Delhi - 110018, Near Govt Girls Senior Secondary School","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-ts,mobilesv icon-ts"
Bite N Sip Restaurant,3.9,"UG 58-59, Ansal Chamber 2, Bhikaji Cama Place, Delhi - 110066","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-nm,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-ji"
Apni Rasoi,3.9,"Shop Number 867,Ground Floor, Dr Mukherjee Nagar, Delhi - 110009, Opposite Batra Cinema,Near ICICI Bank","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-lk,mobilesv icon-rq,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-lk,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-wx"
SGF Family Restaurant,3.8,"Shop No 4, Orthoplus Hospital Gali, Gopal Nagar, delhi - 110043, Main Khaira Chowk","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-rq,mobilesv icon-yz"
Rimjhim Dhaba,3.5,"Nh 58, Delhi Meerut Road, Murad Nagar Town, Ghaziabad - 201206, Opposite Abupur Gate","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-ts"
Apni Rasoi,3.8,"KH-137/16/2, A1-Block, Burari, Delhi - 110084, Near Sant Hospital,100 Foota Main Road","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-po,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-yz"
Beni The Zaika Queen,4.2,"Shop No 1, Apex The Florus, Vasundhara Sector 18, Ghaziabad - 201012","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-rq,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-yz"
Shiv Da Dhaba,4.0,"B-90-B Ground Floor, Main Road Kalkaji, Kalkaji, Delhi - 110019, Near HDFC Bank","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-vu"
The Hubbub Cafe & Restauran..,4.0,"Jia Sarai-IIT Delhi, Delhi - 110016, Near Iit Gate Hauz Khas","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-po,mobilesv icon-po,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-ji"
Family Food Corner,3.9,"D-36, Solanki Market, Dwarka More, Delhi - 110059","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-po,mobilesv icon-ji,mobilesv icon-ts,mobilesv icon-po"
Le Chef Restaurant,4.0,"Shop No 2, Plot No 6, 2nd Floor, Cross River Mall, Karkardooma, Delhi - 110092","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-lk"
Cafe Masala-city Park Resor..,4.1,"Ghevra , Mundka, Mundka, Delhi - 110041, Near Ghevra Metro Station","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-wx"
Veg Leaf,4.0,"B-5, B Block Market, Sector- 19, Noida - 201301, Near Post Office","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-lk,mobilesv icon-rq,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-ts"
Dilli 6,3.8,"128 Ground Floor, Main Road Near Priyagold Building, Naya Bans Village, Noida - 201301, Near Noida Sector 15","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-ts"
Happy King Restaurant,4.6,"Shop No A21, New Palam Vihar Phase 2, Gurgaon - 122017, Opp. Bajghera Police Station","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-lk,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-po,mobilesv icon-ji,mobilesv icon-nm,mobilesv icon-lk"
Jhilmil Dhaba,3.6,"National Highway 58, Delhi Meerut Main Road, Murad Nagar, Ghaziabad - 201206, Near Ganga Neher","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-nm"
Raju Vaishnav Dhaba,3.9,"Shop No.1 DDA Market, Main Road Garhi, East Of Kailash, Delhi - 110065, Opp ISKCON Temple","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-wx,mobilesv icon-lk,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-ts"
Sharma DHABA,3.9,"487/110, Khasra Number -487, Peera Garhi, Delhi - 110087, Nearby Ramleela Ground","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-po,mobilesv icon-ts,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-ts"
Hotel Saravana Bhavan,4.3,"P-13/90, Main Road, Connaught Place, Delhi - 110001, Near Madras Hotel, Outer Circle","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-nm,mobilesv icon-nm"
Old Rao Hotel,4.1,"National Highway-8, Sidhrawali, Gurgaon - 122413, Near BML  Munjal University","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-lk,mobilesv icon-acb,mobilesv icon-acb"
Hotel Saravana Bhavan,4.4,"50, Janpath, Delhi - 110001, Near Palika Bazaar","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-rq"
Roshan Di Kulfi,4.3,"Shop No-2816, Ajmal Khan Road, Karol Bagh, Delhi - 110005, Near Gaffar Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-acb"
Haldirams,4.2,"Shop No 1454/2, Ground Floor, Chandni Chowk, Delhi - 110006, Near Fountain","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-yz"
Apni Rasoi,4.0,"D 125 ,126first Floor, Park Hospital Road, Gurgaon Sector 49, Gurgaon - 122018, Opposite Goodearth City Centre Mall, Near Malibutown Residence","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-rq,mobilesv icon-lk,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-lk"
Bikanervala (Weddingz.in Pa..,4.2,"Plot No 3-4 & 5, Gurgaon Sector 29, Gurgaon - 122002, Near Leisure Valley Park, Dlf City Center","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-nm"
Singlas,4.0,"A-139/140, Main Road, Madhu Vihar-patparganj, Delhi - 110092, I P Extension","mobilesv icon-acb,mobilesv icon-nm,mobilesv icon-ji,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-lk,mobilesv icon-ji,mobilesv icon-nm"
Imly,3.9,"Shop No- F-20, Rajendra Place, Delhi - 110008, Near Hog Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-nm,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-acb"
Sagar Ratna,4.3,"Shop Number-24, Ground Floor, Defence Colony, Delhi - 110024, Near Defence Colony Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-lk"
Haandi Pure Veg,3.8,"LGF 06,Jaipuria Sunrise  Plaza, Mall Road, Ahinsa Khand 2-indirapuram, Ghaziabad - 201014, Behind SRS Cinemas Jaipuria Mall","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-po,mobilesv icon-po,mobilesv icon-po"
Naivedyam Restaurant,4.2,"Second Floor,Vipul Square Building, Sushant Lok Phase 1, Gurgaon - 122002, Near Galeriya Market, B Block","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-acb"
Amritsari Food And Caterers,3.7,"Shop Number- 70 G, Kala Patthar Road, Nyay Khand 2-indirapuram, Ghaziabad - 201014, Opposite Nathu Sweets","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-nm"
Kwality Dhaba,4.1,"WZ-38, Ashok Nagar, Delhi - 110018, Near Uggarsain Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-po"
Apsara Restaurant & Caterer..,4.0,"B-1/113, Rohini Sector 17, Delhi - 110085, Opposite Petrol Pump","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-ji,mobilesv icon-ts,mobilesv icon-acb"
Wah Ji Wah Restaurant,3.9,"Shop Number 25/1, Double Storey, Ashok Nagar, Jail Road, Ashok Nagar, Delhi - 110018, Near Tilak Nagar Metro Station","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-wx,mobilesv icon-ts"
Sagar Ratna Restaurant,4.1,"B-2/1, Ground Floor, Ashok Vihar 2, Delhi - 110052, Near Satyawati College","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-wx,mobilesv icon-rq"
Kake Di Hatti,4.2,"654-655, Church Mission Road, Fatehpuri, Delhi - 110006","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-ts"
Sagar Ratna,4.0,"Shop Number  C1, Vikaspuri, Delhi - 110018, Near New Krishna Park & Opposite Piccadilly & Hilton Hotel Janakpuri West Metro Station Gate Number","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-rq,mobilesv icon-lk,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-vu,mobilesv icon-nm"
Apni Rasoi,4.0,"U-16, Ewf Building, Shop Number- 1 & 2, Main Road, Dlf City Phase 3, Gurgaon - 122010, Near Block-U, Sector-24","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-po,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-lk,mobilesv icon-lk"
Wah Ji Wah Restaurant,3.9,"B 35, Laxmi Nagar, Delhi - 110092, Opposite V3S Mall, Gurunanak Pura","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-po,mobilesv icon-ji,mobilesv icon-nm,mobilesv icon-lk"
New Madras Cafe,3.9,"Shop No A-1, Mahagun Mannsion, Kala Pathar Road, Vaibhav Khand-indirapuram, Ghaziabad - 201014, Opposite Gaur Green City","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-yz"
Sagar Ratna,4.1,"K-15, Ground Floor, Connaught Place, Delhi - 110001, Near Outer Circle, Near Pvr Plaza & Metro Station Gate Number 2","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-acb"
Naivedyam Restaurant,4.3,"Shop Number-1, Hauz Khas, Delhi - 110016, Hauz Khas Village,Near Deer Park","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-nm"
Sagar Ratna,4.0,"G-86, Vikas Marg, Preet Vihar, Delhi - 110092, Near Preet Vihar Metro Station","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-rq,mobilesv icon-vu,mobilesv icon-acb"
Punjabi Rasoi,4.0,"Shop Number- D-12/187-188, Main Road, Rohini Sector 7, Delhi - 110085, Near Metro Pillar Number-408","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-nm"
Rana Dhaba,4.0,"G-39 A, Noida Sector 22, Noida - 201301, G-Block, Near Axis Bank ATM","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-yz,mobilesv icon-ts,mobilesv icon-lk,mobilesv icon-vu"
Carnatic Cafe Home Style So..,4.2,"Ground Floor, India Mall, New Friends Colony, Delhi - 110025, Near Community Centre","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-lk,mobilesv icon-po,mobilesv icon-vu,mobilesv icon-acb"
Wah Ji Wah Restaurant,4.0,"B-12/5, Rohini Sector 14, Prashant Vihar, Delhi - 110085, Near CRPF School","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-yz"
Sardarji Malai Chaap Wale,4.2,"Shop Number 186, Main Road, Kalkaji, Delhi - 110019, Near Govind Puri Metro Station","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji"
Jetha Lal Ka Dhaba.,3.9,"Shop No  U-9/50., U Block, Dlf City Phase 3, Gurgaon - 122010, Near Airtel Store, U-block","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-nm,mobilesv icon-ji,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-ts"
Shri Ram Traditional Indian..,4.1,"Shop Number- 23, Sohna Road, Gurgaon - 122001, Opposite Omax Mall, Sector 48","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-rq"
Naivedyam Restaurant,4.2,"F-12, Main Road, Kalkaji, Delhi - 110019, Near Desh Bandhu College","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-po,mobilesv icon-vu,mobilesv icon-po,mobilesv icon-ts"
Chindambarams New Madras Ho..,4.2,"Shop Number-7, Lodhi Colony, Delhi - 110003, Khanna Market, Near Maternity Hospital","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-po,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-po"
Naivedyam Restaurant,4.1,"Door No-25/35, Main Road, East Patel Nagar, Delhi - 110008, Near Radha Krishan Mandir, Lila Ram Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-lk,mobilesv icon-po,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-ji"
Mithaas Sweets & Restaurant..,4.1,"G - 20 & 21, Aashirwad Complex, Noida Sector 53, Noida - 201301, Opposite Shivalik Hospital","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-nm,mobilesv icon-ts,mobilesv icon-ts,mobilesv icon-ts,mobilesv icon-nm"
